"year_all","mean","lower","upper"
1995,0.334799670637449,0.244370923713185,0.425228417561714
2000,0.404784572625258,0.314355825700993,0.495213319549522
2005,0.475522892153634,0.38509414522937,0.565951639077899
2010,0.547545465381969,0.457116718457704,0.637974212306234
2014,0.606369126930798,0.515940380006533,0.696797873855063
2017,0.651395309137364,0.560966562213099,0.741824056061628
2018,0.666609785544937,0.576181038620672,0.757038532469201
2019,0.68191604646021,0.591487299535945,0.772344793384474
2020,0.697296512573034,0.606867765648769,0.787725259497298
2022,0.728185070861695,0.63775632393743,0.81861381778596
2023,0.728185070861695,0.63775632393743,0.81861381778596
2024,0.728185070861695,0.636919020725169,0.819451120998222
2025,0.728185070861695,0.636081717512907,0.820288424210483
2026,0.728185070861695,0.635244414300645,0.821125727422745
2027,0.728185070861695,0.634407111088384,0.821963030635007
2028,0.728185070861695,0.633569807876122,0.822800333847268
2029,0.728185070861695,0.63273250466386,0.82363763705953
2030,0.728185070861695,0.631895201451598,0.824474940271792
2031,0.728185070861695,0.631057898239337,0.825312243484054
2032,0.728185070861695,0.630220595027075,0.826149546696315
2033,0.728185070861695,0.629383291814813,0.826986849908577
2034,0.728185070861695,0.628545988602552,0.827824153120839
2035,0.728185070861695,0.62770868539029,0.8286614563331
2036,0.728185070861695,0.626871382178028,0.829498759545362
2037,0.728185070861695,0.626034078965766,0.830336062757624
2038,0.728185070861695,0.625196775753505,0.831173365969886
2039,0.728185070861695,0.624359472541243,0.832010669182147
2040,0.728185070861695,0.623522169328981,0.832847972394409
2041,0.728185070861695,0.62268486611672,0.833685275606671
2042,0.728185070861695,0.621847562904458,0.834522578818932
2043,0.728185070861695,0.621010259692196,0.835359882031194
2044,0.728185070861695,0.620172956479935,0.836197185243456
2045,0.728185070861695,0.619335653267673,0.837034488455717
2046,0.728185070861695,0.618498350055411,0.837871791667979
2047,0.728185070861695,0.617661046843149,0.838709094880241
2048,0.728185070861695,0.616823743630888,0.839546398092503
2049,0.728185070861695,0.615986440418626,0.840383701304764
2050,0.728185070861695,0.615149137206364,0.841221004517026
