"year_all","mean","lower","upper"
1995,0.596461210920359,0.507828947613951,0.685093474226766
2000,0.627608336177421,0.538976072871014,0.716240599483828
2005,0.658747620493151,0.570115357186743,0.747379883799558
2010,0.692653709219369,0.604021445912961,0.781285972525776
2014,0.72604195445317,0.637409691146763,0.814674217759577
2017,0.757999905399977,0.669367642093569,0.846632168706384
2018,0.770409201878115,0.681776938571708,0.859041465184523
2019,0.783559817616579,0.694927554310172,0.872192080922987
2020,0.797240662360744,0.708608399054337,0.885872925667151
2022,0.825374213696522,0.736741950390115,0.91400647700293
2023,0.825374213696522,0.736741950390115,0.91400647700293
2024,0.825374213696522,0.735921281285426,0.914827146107619
2025,0.825374213696522,0.735100612180737,0.915647815212308
2026,0.825374213696522,0.734279943076048,0.916468484316996
2027,0.825374213696522,0.733459273971359,0.917289153421685
2028,0.825374213696522,0.73263860486667,0.918109822526374
2029,0.825374213696522,0.731817935761981,0.918930491631063
2030,0.825374213696522,0.730997266657292,0.919751160735752
2031,0.825374213696522,0.730176597552603,0.920571829840441
2032,0.825374213696522,0.729355928447914,0.92139249894513
2033,0.825374213696522,0.728535259343225,0.922213168049819
2034,0.825374213696522,0.727714590238536,0.923033837154508
2035,0.825374213696522,0.726893921133848,0.923854506259197
2036,0.825374213696522,0.726073252029159,0.924675175363886
2037,0.825374213696522,0.72525258292447,0.925495844468575
2038,0.825374213696522,0.724431913819781,0.926316513573264
2039,0.825374213696522,0.723611244715092,0.927137182677953
2040,0.825374213696522,0.722790575610403,0.927957851782642
2041,0.825374213696522,0.721969906505714,0.928778520887331
2042,0.825374213696522,0.721149237401025,0.92959918999202
2043,0.825374213696522,0.720328568296336,0.930419859096709
2044,0.825374213696522,0.719507899191647,0.931240528201398
2045,0.825374213696522,0.718687230086958,0.932061197306087
2046,0.825374213696522,0.717866560982269,0.932881866410776
2047,0.825374213696522,0.71704589187758,0.933702535515465
2048,0.825374213696522,0.716225222772891,0.934523204620153
2049,0.825374213696522,0.715404553668202,0.935343873724843
2050,0.825374213696522,0.714583884563513,0.936164542829531
