"year_all","mean","lower","upper"
1995,0.0961351429827974,0.0428902018569158,0.149380084108679
2000,0.125941861752009,0.0726969206261277,0.179186802877891
2005,0.156280013439634,0.103035072313752,0.209524954565516
2010,0.186843734832734,0.133598793706852,0.240088675958615
2014,0.211708978667526,0.158464037541645,0.264953919793408
2017,0.231616967713324,0.178372026587443,0.284861908839206
2018,0.238711582167991,0.185466641042109,0.291956523293872
2019,0.246053833214334,0.192808892088453,0.299298774340216
2020,0.253608763938193,0.200363822812311,0.306853705064074
2022,0.269104205145266,0.215859264019384,0.322349146271148
2023,0.269104205145266,0.215859264019384,0.322349146271148
2024,0.269104205145266,0.213996786654899,0.324211623635633
2025,0.269104205145266,0.212134309290413,0.326074101000119
2026,0.269104205145266,0.210271831925928,0.327936578364604
2027,0.269104205145266,0.208409354561442,0.32979905572909
2028,0.269104205145266,0.206546877196957,0.331661533093575
2029,0.269104205145266,0.204684399832471,0.333524010458061
2030,0.269104205145266,0.202821922467985,0.335386487822547
2031,0.269104205145266,0.2009594451035,0.337248965187032
2032,0.269104205145266,0.199096967739014,0.339111442551518
2033,0.269104205145266,0.197234490374529,0.340973919916003
2034,0.269104205145266,0.195372013010043,0.342836397280489
2035,0.269104205145266,0.193509535645558,0.344698874644974
2036,0.269104205145266,0.191647058281072,0.34656135200946
2037,0.269104205145266,0.189784580916586,0.348423829373946
2038,0.269104205145266,0.187922103552101,0.350286306738431
2039,0.269104205145266,0.186059626187615,0.352148784102917
2040,0.269104205145266,0.18419714882313,0.354011261467402
2041,0.269104205145266,0.182334671458644,0.355873738831888
2042,0.269104205145266,0.180472194094159,0.357736216196373
2043,0.269104205145266,0.178609716729673,0.359598693560859
2044,0.269104205145266,0.176747239365187,0.361461170925345
2045,0.269104205145266,0.174884762000702,0.36332364828983
2046,0.269104205145266,0.173022284636216,0.365186125654316
2047,0.269104205145266,0.171159807271731,0.367048603018801
2048,0.269104205145266,0.169297329907245,0.368911080383287
2049,0.269104205145266,0.16743485254276,0.370773557747772
2050,0.269104205145266,0.165572375178274,0.372636035112258
