,year,age_group,myopia_rate_urban,myopia_rate_rural
0,1998,1,0.1705689769166776,0.10011449254372831
1,1998,2,0.26473829987939607,0.18897698565750398
2,1998,3,0.5424107478196821,0.4233189834738669
3,1998,4,0.7404160629316802,0.5768628884632971
4,1999,1,0.17979245865851415,0.10405617714860493
5,1999,2,0.27612387717193126,0.19454490659689416
6,1999,3,0.5534240792542268,0.42916902278341257
7,1999,4,0.74095964849687,0.5758598117847484
8,2000,1,0.15259464146201135,0.13159624399480357
9,2000,2,0.27443195329663095,0.2170666687203819
10,2000,3,0.5468974997815601,0.47215282213747845
11,2000,4,0.7559704503800007,0.5992291674529385
12,2001,1,0.16794731138545801,0.09968818582251969
13,2001,2,0.2765102044387542,0.18453318984285572
14,2001,3,0.5543560171870142,0.40758204393403674
15,2001,4,0.7404026815551293,0.548290394058396
16,2002,1,0.18407908152896157,0.11264336820847576
17,2002,2,0.3333441505565835,0.21308937300760786
18,2002,3,0.5926762215483254,0.42367434222903555
19,2002,4,0.7469205712393772,0.5574044168952484
20,2003,1,0.17761825099209314,0.09786042234435018
21,2003,2,0.31208308659107953,0.18720729001068295
22,2003,3,0.5720226631050985,0.36791681855430663
23,2003,4,0.7464723236248326,0.4661708688069637
24,2004,1,0.1833292500590409,0.11324352946437444
25,2004,2,0.3232636147139291,0.22154594975359912
26,2004,3,0.5796030942670828,0.43478116492643437
27,2004,4,0.7476034332513474,0.5444216168882283
28,2005,1,0.24629201583106725,0.2110790985488032
29,2005,2,0.4341862979621326,0.36524861756648447
30,2005,3,0.6229481566798669,0.5456044768694619
31,2005,4,0.7653872005584458,0.633593146877979
32,2006,1,0.1602070050575279,0.10995716380075757
33,2006,2,0.3027579178281245,0.20381657773788273
34,2006,3,0.5546616031469643,0.38862460969149115
35,2006,4,0.7289028967722996,0.4699875325029579
36,2007,1,0.22375600532343667,0.16699879865077805
37,2007,2,0.3978987919152128,0.3008822169044158
38,2007,3,0.613743344960892,0.5583481808177255
39,2007,4,0.7572223274373294,0.5618171496798379
40,2008,1,0.22192430927242868,0.1424773422003138
41,2008,2,0.42837666941897085,0.27216300324019477
42,2008,3,0.6150016614551501,0.5303382358701283
43,2008,4,0.7580267704088206,0.4761276383318935
44,2009,1,0.22863852264679066,0.16738498885893702
45,2009,2,0.43301567692966086,0.3165015959029227
46,2009,3,0.6248542787779665,0.5284602715096212
47,2009,4,0.7697006380542587,0.568794145366776
48,2010,1,0.35137816636209623,0.2824415599865387
49,2010,2,0.5674836247321481,0.49019530622469515
50,2010,3,0.7258082403617299,0.6309194715579602
51,2010,4,0.8116255828145715,0.710798555546602
52,2011,1,0.2553187723044295,0.19631511246395475
53,2011,2,0.5029755276329215,0.38454380840579294
54,2011,3,0.662005980189718,0.6004473600099774
55,2011,4,0.7947157915206043,0.6425347148244746
56,2012,1,0.2369389484084454,0.16596996181952647
57,2012,2,0.5168130248732227,0.36776921036081855
58,2012,3,0.66834184816614,0.5755717976880412
59,2012,4,0.813830402463516,0.6803300505304113
60,2013,1,0.23558849519708877,0.23562475042477626
61,2013,2,0.47983986502461967,0.4677475450041598
62,2013,3,0.6452106959721747,0.6314874370118523
63,2013,4,0.7963034924235006,0.7106195116895064
64,2014,1,0.336663518720952,0.27523463976351853
65,2014,2,0.5764963318416394,0.45083202738407213
66,2014,3,0.7250811243836395,0.6272763275751801
67,2014,4,0.7915384035442715,0.6930801252399801
68,2015,1,0.24151748760073766,0.18135415802211038
69,2015,2,0.5069493204917682,0.43921502922988265
70,2015,3,0.6696862770535854,0.6131749960552336
71,2015,4,0.8006633580691925,0.7019635475916657
72,2016,1,0.28288274163817956,0.1734877186388166
73,2016,2,0.5584213721811679,0.48198496480614417
74,2016,3,0.7042112579790869,0.5883121906738412
75,2016,4,0.8074196502409359,0.7303844813264531
76,2017,1,0.2512209837506122,0.16681044462963635
77,2017,2,0.4428237633630529,0.39817660764322865
78,2017,3,0.6858792150061799,0.6071126848004967
79,2017,4,0.8007459078542124,0.7283344754999808
80,2018,1,0.22298795547718536,0.14823405773980558
81,2018,2,0.5107188918107223,0.4368173805419077
82,2018,3,0.7180883160016613,0.6407814257489319
83,2018,4,0.814660094074296,0.7452589813412933
84,2019,1,0.3080832812267507,0.22132197665863584
85,2019,2,0.6020649800455611,0.5152039843995755
86,2019,3,0.6115582878196474,0.5204095691645814
87,2019,4,0.8090328521973146,0.7689812158426315
88,2020,1,0.24626778312035844,0.20744090070976598
89,2020,2,0.5459800785627108,0.48488373803164625
90,2020,3,0.7203065124143901,0.6550511042391266
91,2020,4,0.8196295823330091,0.7634328072114782
92,2021,1,0.27502565249478933,0.2031676717647891
93,2021,2,0.5813066054165925,0.49807431828949367
94,2021,3,0.7089288356023358,0.6150707869273171
95,2021,4,0.820066792440888,0.7526281276655511
96,2022,1,0.2776820360485474,0.210530339131842
97,2022,2,0.5743740677193004,0.5004795889352925
98,2022,3,0.6811094623080637,0.6007050156650302
99,2022,4,0.8099341850261497,0.7580352047498521
