"year_all","mean","lower","upper"
1995,0.71866392512201,0.688230202979882,0.749097647264138
2000,0.770718342539994,0.740284620397866,0.801152064682122
2001,0.779399871805337,0.748966149663209,0.809833593947466
2003,0.795256318723938,0.764822596581809,0.825690040866066
2004,0.802324241055568,0.77189051891344,0.832757963197697
2005,0.809006185295521,0.778572463153393,0.83943990743765
2006,0.815688468941317,0.785254746799189,0.846122191083446
2008,0.828716622105739,0.798282899963611,0.859150344247867
2010,0.839993601057406,0.809559878915278,0.870427323199535
2011,0.844637461179853,0.814203739037724,0.875071183321981
2012,0.848158765693889,0.817725043551761,0.878592487836017
2014,0.85317330357175,0.822739581429622,0.883607025713878
2016,0.856664698241654,0.826230976099526,0.887098420383782
2018,0.856537063166335,0.826103341024207,0.886970785308464
2019,0.854592605648986,0.824158883506858,0.885026327791114
2020,0.851153041857939,0.820719319715811,0.881586764000067
2021,0.846053322751932,0.815619600609804,0.87648704489406
2022,0.83977138046945,0.809337658327321,0.870205102611578
2023,0.83977138046945,0.809337658327321,0.870205102611578
2024,0.83977138046945,0.807333791848827,0.872208969090072
2025,0.83977138046945,0.805329925370333,0.874212835568566
2026,0.83977138046945,0.803326058891839,0.87621670204706
2027,0.83977138046945,0.801322192413345,0.878220568525554
2028,0.83977138046945,0.799318325934851,0.880224435004048
2029,0.83977138046945,0.797314459456357,0.882228301482542
2030,0.83977138046945,0.795310592977863,0.884232167961036
2031,0.83977138046945,0.793306726499369,0.88623603443953
2032,0.83977138046945,0.791302860020875,0.888239900918024
2033,0.83977138046945,0.789298993542381,0.890243767396518
2034,0.83977138046945,0.787295127063887,0.892247633875012
2035,0.83977138046945,0.785291260585393,0.894251500353506
2036,0.83977138046945,0.783287394106899,0.896255366832
2037,0.83977138046945,0.781283527628405,0.898259233310494
2038,0.83977138046945,0.779279661149911,0.900263099788988
2039,0.83977138046945,0.777275794671417,0.902266966267482
2040,0.83977138046945,0.775271928192923,0.904270832745977
2041,0.83977138046945,0.773268061714429,0.906274699224471
2042,0.83977138046945,0.771264195235934,0.908278565702965
2043,0.83977138046945,0.76926032875744,0.910282432181459
2044,0.83977138046945,0.767256462278946,0.912286298659953
2045,0.83977138046945,0.765252595800452,0.914290165138447
2046,0.83977138046945,0.763248729321958,0.916294031616941
2047,0.83977138046945,0.761244862843464,0.918297898095435
2048,0.83977138046945,0.75924099636497,0.920301764573929
2049,0.83977138046945,0.757237129886476,0.922305631052423
2050,0.83977138046945,0.755233263407982,0.924309497530917
