"year_all","mean","lower","upper"
1998,0.125167575089951,9.84782117763872e-05,0.250236671968126
2002,0.112528542726818,-0.00254055415135626,0.237597639604993
2003,0.11416455499178,-0.00090454188639503,0.239233651869954
2004,0.118104133450679,0.00303503657250435,0.243173230328854
2005,0.124112578875833,0.00904348199765876,0.249181675754008
2006,0.132482623389429,0.00741352651125474,0.257551720267604
2008,0.15708398101534,0.0320148841371658,0.282153077893515
2010,0.191891257856502,0.0668221609783271,0.316960354734676
2012,0.232701305325325,0.107632208447151,0.3577704022035
2013,0.254117672124044,0.129048575245869,0.379186769002218
2014,0.274618412686355,0.14954931580818,0.39968750956453
2017,0.346031850382706,0.220962753504532,0.471100947260881
2019,0.408398523998414,0.28332942712024,0.533467620876589
2020,0.44384211801861,0.318773021140436,0.568911214896785
2021,0.480903891872509,0.355834794994334,0.605972988750683
2022,0.480903891872509,0.355834794994334,0.605972988750683
2023,0.480903891872509,0.351926385716891,0.609881398028126
2024,0.480903891872509,0.348017976439448,0.613789807305569
2025,0.480903891872509,0.344109567162005,0.617698216583012
2026,0.480903891872509,0.340201157884562,0.621606625860455
2027,0.480903891872509,0.336292748607119,0.625515035137898
2028,0.480903891872509,0.332384339329676,0.629423444415341
2029,0.480903891872509,0.328475930052233,0.633331853692784
2030,0.480903891872509,0.32456752077479,0.637240262970227
2031,0.480903891872509,0.320659111497347,0.64114867224767
2032,0.480903891872509,0.316750702219904,0.645057081525113
2033,0.480903891872509,0.312842292942462,0.648965490802556
2034,0.480903891872509,0.308933883665019,0.652873900079999
2035,0.480903891872509,0.305025474387576,0.656782309357442
2036,0.480903891872509,0.301117065110133,0.660690718634885
2037,0.480903891872509,0.29720865583269,0.664599127912328
2038,0.480903891872509,0.293300246555247,0.668507537189771
2039,0.480903891872509,0.289391837277804,0.672415946467213
2040,0.480903891872509,0.285483428000361,0.676324355744657
2041,0.480903891872509,0.281575018722918,0.680232765022099
2042,0.480903891872509,0.277666609445475,0.684141174299542
2043,0.480903891872509,0.273758200168032,0.688049583576985
2044,0.480903891872509,0.269849790890589,0.691957992854428
2045,0.480903891872509,0.265941381613146,0.695866402131871
2046,0.480903891872509,0.262032972335703,0.699774811409314
2047,0.480903891872509,0.25812456305826,0.703683220686757
2048,0.480903891872509,0.254216153780817,0.7075916299642
2049,0.480903891872509,0.250307744503374,0.711500039241643
2050,0.480903891872509,0.246399335225931,0.715408448519086
