"year_all","mean","lower","upper"
2006,0.638605989518314,0.550907652775328,0.7263043262613
2008,0.726212156673113,0.638513819930127,0.813910493416099
2012,0.85340607971945,0.765707742976464,0.941104416462436
2013,0.870856045084053,0.783157708341067,0.958554381827039
2019,0.903934747818647,0.816236411075661,0.991633084561633
2020,0.90113689638296,0.813438559639974,0.988835233125946
2021,0.896505434496656,0.80880709775367,0.984203771239642
2022,0.896505434496656,0.80880709775367,0.984203771239642
2023,0.896505434496656,0.807045300810173,0.98596556818314
2024,0.896505434496656,0.805283503866675,0.987727365126637
2025,0.896505434496656,0.803521706923178,0.989489162070134
2026,0.896505434496656,0.80175990997968,0.991250959013632
2027,0.896505434496656,0.799998113036183,0.99301275595713
2028,0.896505434496656,0.798236316092685,0.994774552900627
2029,0.896505434496656,0.796474519149188,0.996536349844124
2030,0.896505434496656,0.79471272220569,0.998298146787622
2031,0.896505434496656,0.792950925262193,0.990059943731119
2032,0.896505434496656,0.791189128318695,0.991821740674617
2033,0.896505434496656,0.789427331375198,0.993583537618114
2034,0.896505434496656,0.7876655344317,0.995345334561612
2035,0.896505434496656,0.785903737488203,0.997107131505109
2036,0.896505434496656,0.784141940544705,0.998868928448607
2037,0.896505434496656,0.782380143601208,1.0006307253921
2038,0.896505434496656,0.78061834665771,1.0023925223356
2039,0.896505434496656,0.778856549714213,1.0041543192791
2040,0.896505434496656,0.777094752770715,1.0059161162226
2041,0.896505434496656,0.775332955827218,1.00767791316609
2042,0.896505434496656,0.77357115888372,1.00943971010959
2043,0.896505434496656,0.771809361940223,1.01120150705309
2044,0.896505434496656,0.770047564996725,1.01296330399659
2045,0.896505434496656,0.768285768053228,1.01472510094008
2046,0.896505434496656,0.76652397110973,1.01648689788358
2047,0.896505434496656,0.764762174166233,1.01824869482708
2048,0.896505434496656,0.763000377222736,1.02001049177058
2049,0.896505434496656,0.761238580279238,1.02177228871407
2050,0.896505434496656,0.759476783335741,1.02353408565757
