"year_all","f_lower","f_mean","f_upper","f_lower","f_mean","f_upper","f_lower","f_mean","f_upper","f_lower","f_mean","f_upper"
2038,-0.0160822910012478,0.202980634362236,0.425238918904743,0.278861092351269,0.49027333136477,0.702702813915077,0.428488951849267,0.612626938991212,0.796397530955606,0.533480005110172,0.73874974829135,0.942395807578072
2039,-0.0194748567405575,0.202793194030383,0.428462632146601,0.274975895906525,0.490220320122695,0.705087466460704,0.425755141954117,0.612722102654582,0.798279825468594,0.530399693672265,0.738985859482335,0.946424988585425
2040,-0.0239125603709318,0.202777751235203,0.431310918984933,0.270879029399751,0.490611157058312,0.708252270273284,0.421569791498522,0.612680430781721,0.801496361944127,0.526592473371546,0.739763007164387,0.950444498047404
2041,-0.0276483659654233,0.2024478007618,0.434936704143832,0.269343888259923,0.490039200459941,0.711441756701781,0.418824372595224,0.61199490636119,0.803700149172467,0.523523442640694,0.739936344157956,0.954050724324949
2042,-0.0312129438944538,0.202315231620558,0.438329627425215,0.265074061109214,0.490001864619938,0.71479666079717,0.415406249935647,0.611514338901353,0.807589353035238,0.520257109341908,0.740189784645416,0.958456833289861
2043,-0.0354719063332594,0.202223915625283,0.442793681483074,0.261316968359247,0.490120002839304,0.718866027494003,0.411812371356573,0.61161843621393,0.810109622831873,0.517196768258906,0.740575285700777,0.962176095999803
2044,-0.039301649097846,0.202304214548915,0.44546391133865,0.257406863553807,0.489495968891511,0.721047339171324,0.408991904616223,0.611269422500349,0.813524103507839,0.513695578325243,0.74035139920432,0.966255769058118
2045,-0.0433208145536163,0.201839485488759,0.449910843762182,0.252676660179482,0.488973008484979,0.725151813321215,0.405312461210178,0.610929218506387,0.815869598578344,0.509291998952608,0.740219341294031,0.969577094993445
2046,-0.0472852861190474,0.201627172910363,0.453300586724919,0.249799106305202,0.488955301698618,0.72850515770832,0.401501880871751,0.610408863251522,0.819471815697694,0.505679492935847,0.740451311686599,0.973396072964646
2047,-0.0512740085779677,0.201415878891872,0.456908598178609,0.246818421447759,0.488579855034097,0.732058703335201,0.398739907690133,0.610392178306742,0.820705785545335,0.502475417481927,0.740540095655521,0.976787421525889
2048,-0.0551919723422375,0.201371641465714,0.461195852550909,0.242579069768811,0.488761720026934,0.735992981757967,0.395181720591736,0.610294832520128,0.824741351389779,0.498655690834124,0.740607351016544,0.981228848749412
2049,-0.059657958335267,0.200982281351603,0.464106902264516,0.237852625403991,0.488069384857422,0.738620110444398,0.391250093614253,0.609599640233647,0.82701144121187,0.495353389431719,0.740352685457566,0.984334120023394
2050,-0.0635371699641947,0.200925326182007,0.46813896565358,0.233948241687866,0.488221929947244,0.741162932060289,0.387900115142003,0.60962250525931,0.830680175049338,0.491571454980337,0.740707138794062,0.987726017262716
