英文省份,年份,验光方式1非散瞳；2散瞳；3试片,1-3年级城市人数,1-3年级城市近视人数,1-3年级城市患病率,1-3年级农村人数,1-3年级农村近视人数,1-3年级农村患病率,4-6年级城市人数,4-6年级城市近视人数,4-6年级城市患病率,4-6年级农村人数,4-6年级农村近视人数,4-6年级农村患病率,7-9年级城市人数,7-9年级城市近视人数,7-9年级城市近视率,7-9年级农村人数,7-9年级农村近视人数,7-9年级农村近视率,10-12年级城市人数,10-12年级城市近视人数,10-12年级城市近视率,10-12年级农村人数,10-12年级农村近视人数,10-12年级农村近视率
Inner Mongolia,2020.0,2.0,11804 ,3382 ,0.2865,24862 ,6843 ,0.2752,11776 ,6917 ,0.5874,24806 ,13997 ,0.5643,11685 ,8945 ,0.7655,24613 ,18099 ,0.7354,10303 ,8756 ,0.8498,21703 ,17716 ,0.8162999999999999
Shaanxi,2018.0,1.0,1840 ,479 ,0.2605,1483 ,316 ,0.21289999999999998,3851 ,2253,0.5849,1483 ,709 ,0.4782,2472 ,1992 ,0.8056,1993 ,1312 ,0.6586,2446 ,2238 ,0.9148999999999999,1972 ,1475 ,0.748
Hubei,2017.0,2.0,0 ,0 ,,13244 ,3059 ,0.231,,,,,,,,,,,,,,,,,,
Hubei,2019.0,2.0,0 ,0 ,,4098 ,1050 ,0.2562,0 ,0 ,,6603 ,2509 ,0.38,,,,,,,,,,,,
Chongqing,2012.0,1.0,378 ,59 ,0.1561,0 ,0 ,,597 ,229 ,0.3836,0 ,0 ,,125 ,74 ,0.5920000000000001,0 ,0 ,,,,,,,
Shaanxi,2019.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
Fujian,2010.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
Jilin,2004.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
Fujian,1998.0,2.0,132 ,24 ,0.1793,104 ,8 ,0.0758,,,,,,,,,,,,,,,,,,
Fujian,2020.0,1.0,5872 ,2129 ,0.3627,4378 ,1509 ,0.34450000000000003,5842 ,3981 ,0.6815000000000001,4357 ,2454 ,0.5633,5706 ,4924 ,0.8629000000000001,4255 ,3488 ,0.8198000000000001,5470 ,5117 ,0.9355,4079 ,3625 ,0.8887
Shaanxi,2021.0,1.0,1648 ,563 ,0.34159999999999996,0 ,0 ,,1942 ,1212 ,0.6241,0 ,0 ,,2978 ,2485 ,0.8345,0 ,0 ,,4874 ,4418 ,0.9064,0 ,0 ,
Fujian,2020.0,2.0,1956 ,257 ,0.13119999999999998,1284 ,163 ,0.1272,1963 ,867 ,0.44189999999999996,1288 ,436 ,0.3383,1964 ,1337 ,0.6809999999999999,1289 ,851 ,0.6598999999999999,1922 ,1530 ,0.7961,1261 ,973 ,0.7715000000000001
Fujian,1999.0,2.0,119,26,0.2181,91,7,0.0746,,,,,,,,,,,,,,,,,,
Chongqing,2018.0,1.0,245 ,40 ,0.16399999999999998,184 ,25 ,0.13449999999999998,324 ,169 ,0.5203,244 ,91 ,0.3726,,,,,,,,,,,,
Inner Mongolia,1995.0,3.0,943,126,0.1334,932,61,0.0653,943,296,0.3139,932,179,0.1917,942,576,0.6111,930,391,0.4208,937,699,0.746,921,543,0.5896
Jilin,1995.0,3.0,943,175,0.18530000000000002,932,143,0.15289999999999998,943,292,0.31,932,168,0.1807,942,479,0.509,930,372,0.39990000000000003,937,689,0.7356,921,544,0.5903
Heilongjiang,1995.0,3.0,943,136,0.1441,932,31,0.0333,943,188,0.19899999999999998,932,52,0.056299999999999996,942,410,0.4354,930,124,0.1333,937,663,0.7070000000000001,921,312,0.3383
Fujian,1995.0,3.0,943,259,0.275,932,139,0.14880000000000002,943,428,0.4536,932,216,0.23199999999999998,942,689,0.7319,930,411,0.4415,937,778,0.8306999999999999,921,486,0.5272
Hubei,1995.0,3.0,943,174,0.1845,932,217,0.2325,943,268,0.2845,932,213,0.2289,942,557,0.5911,930,413,0.44439999999999996,937,759,0.8101999999999999,921,550,0.5972
Shaanxi,1995.0,3.0,943,203,0.21489999999999998,932,131,0.1409,943,319,0.3382,932,173,0.1857,942,575,0.6102000000000001,930,258,0.2775,937,667,0.7112999999999999,921,445,0.48350000000000004
Inner Mongolia,2000.0,3.0,882,145,0.16440000000000002,887,40,0.0451,885,252,0.2847,849,98,0.11539999999999999,885,441,0.49829999999999997,747,222,0.29719999999999996,899,664,0.7386,872,515,0.5906
Jilin,2000.0,3.0,897,202,0.22519999999999998,895,140,0.1564,893,231,0.2587,895,157,0.1754,888,371,0.4178,844,178,0.2109,1052,656,0.6236,978,490,0.501
Heilongjiang,2000.0,3.0,901,161,0.1787,897,62,0.0691,899,227,0.2525,892,95,0.1065,912,353,0.3871,897,102,0.1137,890,661,0.7426999999999999,900,376,0.4178
Fujian,2000.0,3.0,899,289,0.3215,897,180,0.2007,900,371,0.4122,899,189,0.2102,900,583,0.6478,900,370,0.4111,830,685,0.8253,896,648,0.7232
Hubei,2000.0,3.0,898,228,0.2539,900,123,0.1367,899,263,0.2925,900,126,0.14,898,554,0.6169,899,306,0.3404,900,709,0.7878000000000001,900,612,0.68
Chongqing,2000.0,3.0,896,181,0.20199999999999999,903,70,0.0775,895,315,0.35200000000000004,901,101,0.1121,900,545,0.6056,900,339,0.37670000000000003,900,644,0.7156,888,554,0.6239
Shaanxi,2000.0,3.0,900,193,0.2144,900,111,0.1233,899,259,0.28809999999999997,900,139,0.15439999999999998,900,543,0.6033,900,274,0.3044,900,691,0.7678,900,597,0.6633
Inner Mongolia,2005.0,3.0,970,294,0.3031,950,100,0.10529999999999999,963,525,0.5452,965,148,0.1534,980,700,0.7143,973,355,0.3649,923,717,0.7768,996,634,0.6365
Jilin,2005.0,3.0,1073,360,0.33549999999999996,1078,176,0.16329999999999997,1061,517,0.48729999999999996,1074,256,0.2384,1091,612,0.561,1076,403,0.37450000000000006,1077,903,0.8384,1086,720,0.6629999999999999
Heilongjiang,2005.0,3.0,897,111,0.12369999999999999,900,128,0.1422,898,292,0.32520000000000004,894,177,0.198,889,267,0.3003,890,245,0.2753,899,248,0.2759,890,269,0.30219999999999997
Fujian,2005.0,3.0,937,193,0.20600000000000002,927,180,0.1942,931,422,0.4533,947,216,0.2281,922,642,0.6962999999999999,931,343,0.36840000000000006,1010,815,0.8069,1101,734,0.6667000000000001
Hubei,2005.0,3.0,598,155,0.25920000000000004,601,128,0.213,550,187,0.34,604,176,0.2914,600,373,0.6217,596,288,0.4832,561,442,0.7879,577,384,0.6655
Chongqing,2005.0,3.0,1248,375,0.3005,1117,189,0.16920000000000002,1165,535,0.4592,1146,261,0.22769999999999999,1080,771,0.7139,1223,762,0.6231,1065,881,0.8271999999999999,1162,903,0.7770999999999999
Shaanxi,2005.0,3.0,900,374,0.4156,900,177,0.1967,900,507,0.5633,900,196,0.21780000000000002,900,626,0.6956,899,304,0.3382,899,727,0.8087000000000001,900,492,0.5467
Inner Mongolia,2010.0,3.0,900,499,0.5544,900,353,0.3922,900,635,0.7056,900,436,0.4844,900,730,0.8111,900,601,0.6678000000000001,880,756,0.8591,900,739,0.8210999999999999
Jilin,2010.0,3.0,900,341,0.3789,900,173,0.19219999999999998,884,494,0.5588000000000001,900,432,0.48,900,687,0.7633,900,561,0.6233,900,685,0.7611,900,556,0.6178
Heilongjiang,2010.0,3.0,892,327,0.3666,897,122,0.136,899,478,0.5317000000000001,896,213,0.2377,898,611,0.6804000000000001,900,474,0.5267000000000001,896,722,0.8058,896,658,0.7343999999999999
Fujian,2010.0,3.0,900,388,0.4311,896,246,0.2746,898,566,0.6303,900,336,0.37329999999999997,900,706,0.7844,899,507,0.564,887,780,0.8794,900,696,0.7733
Hubei,2010.0,3.0,900,246,0.2733,900,246,0.2733,899,503,0.5595,900,366,0.4067,900,635,0.7056,898,497,0.5535,891,770,0.8642,899,505,0.5617
Chongqing,2010.0,3.0,900,222,0.24670000000000003,899,144,0.1602,898,491,0.5468,898,320,0.3563,899,699,0.7775,897,463,0.5162,895,752,0.8402,897,645,0.7191
Shaanxi,2010.0,3.0,900,345,0.3833,900,160,0.1778,897,535,0.5964,896,324,0.3616,897,649,0.7234999999999999,900,446,0.49560000000000004,899,775,0.8621,900,598,0.6644
Inner Mongolia,2014.0,3.0,886,424,0.47859999999999997,876,218,0.2489,885,634,0.7164,878,424,0.4829,882,740,0.8390000000000001,888,601,0.6768000000000001,877,764,0.8712000000000001,886,729,0.8228
Jilin,2014.0,3.0,900,360,0.4,900,259,0.2878,898,540,0.6013000000000001,890,455,0.5112,900,710,0.7889,900,630,0.7,899,719,0.7998000000000001,835,464,0.5557
Heilongjiang,2014.0,3.0,888,320,0.3604,900,158,0.17559999999999998,899,569,0.6329,900,348,0.38670000000000004,900,670,0.7444,895,370,0.41340000000000005,900,759,0.8432999999999999,894,751,0.84
Fujian,2014.0,3.0,900,331,0.3678,900,183,0.20329999999999998,900,506,0.5622,900,416,0.4622,900,634,0.7044,900,600,0.6667000000000001,900,701,0.7789,900,742,0.8244
Hubei,2014.0,3.0,899,308,0.34259999999999996,900,258,0.2867,899,441,0.4905,899,471,0.5239,900,508,0.5644,900,598,0.6644,822,458,0.5572,848,630,0.7429000000000001
Chongqing,2014.0,3.0,900,287,0.3189,900,176,0.1956,900,501,0.5567,900,375,0.4167,900,705,0.7833,900,571,0.6344,900,766,0.8511,900,653,0.7256
Shaanxi,2014.0,3.0,898,306,0.3408,900,207,0.23,896,527,0.5882000000000001,899,416,0.46270000000000006,899,697,0.7753,899,556,0.6185,894,807,0.9027,896,676,0.7545000000000001
Xinjiang,2013.0,2.0,211 ,22 ,0.1052,0 ,0 ,,158 ,39 ,0.2468,0 ,0 ,,158 ,48 ,0.3038,0 ,0 ,,,,,,,
Henan,2017.0,2.0,,,,,,,1887 ,662 ,0.3506,0 ,0 ,,,,,,,,,,,,,
Xinjiang,2019.0,1.0,14020 ,3988 ,0.2844,7538 ,942 ,0.125,14020 ,6393 ,0.456,7538 ,1510 ,0.2004,12733 ,8919 ,0.7005,6846 ,2107 ,0.3078,13634 ,12506 ,0.9173,7330 ,2955 ,0.4031
Hebei,2010.0,2.0,0 ,0 ,,286 ,35 ,0.1231,0 ,0 ,,286 ,65 ,0.2267,0 ,0 ,,152 ,56 ,0.3653,0 ,0 ,,152 ,111 ,0.731
Hebei,2019.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
Shanxi,2019.0,1.0,0 ,0 ,,1422 ,674 ,0.474,0 ,0 ,,4492 ,2808 ,0.6251,0 ,0 ,,4445 ,3578 ,0.8049,0 ,0 ,,2574 ,2233 ,0.8675
Xinjiang,2019.0,2.0,18702 ,6780 ,0.3625,4218 ,670 ,0.1588,18708 ,12133 ,0.6485,3219 ,1388 ,0.43119999999999997,11947 ,9531 ,0.7978000000000001,4004 ,1901 ,0.47479999999999994,4444 ,3785 ,0.8517,5451 ,2542 ,0.46630000000000005
Xinjiang,2018.0,1.0,6108 ,606 ,0.0992,0 ,0 ,,,,,,,,,,,,,,,,,,,
Hainan,2019.0,1.0,,,,,,,2219 ,861 ,0.38799999999999996,2558 ,856 ,0.3346,1807 ,1153 ,0.6381,2222 ,1158 ,0.5212,2020 ,1406 ,0.696,2367 ,1491 ,0.6299
Shanxi,2019.0,1.0,0 ,0 ,,257 ,36 ,0.1411,0 ,0 ,,223 ,101 ,0.452,,,,,,,,,,,,
Hainan,2003.0,2.0,0 ,0 ,,1173 ,7 ,0.0059,0 ,0 ,,1173 ,38 ,0.0326,0 ,0 ,,2435 ,59 ,0.0242,0 ,0 ,,1590 ,58 ,0.0365
Hebei,2019.0,1.0,16230 ,3861 ,0.2379,0 ,0 ,,9353 ,5364 ,0.5735,0 ,0 ,,4829 ,3495 ,0.7238,0 ,0 ,,,,,,,
Hebei,2020.0,1.0,12823 ,5850 ,0.4562,0 ,0 ,,9728 ,6787 ,0.6977,0 ,0 ,,7861 ,6412 ,0.8157,0 ,0 ,,,,,,,
Hainan,2019.0,1.0,0 ,0 ,,3775 ,363 ,0.0962,0 ,0 ,,4777 ,846 ,0.1771,0 ,0 ,,3777 ,1078 ,0.2854,0 ,0 ,,872 ,498 ,0.5710999999999999
Xinjiang,2013.0,2.0,,,,,,,,,,,,,2462 ,1367 ,0.5552,0 ,0 ,,,,,,,
Hainan,2013.0,2.0,635 ,105 ,0.1654,0 ,0 ,,583 ,201 ,0.3448,0 ,0 ,,,,,,,,,,,,,
Jiangxi,2005.0,2.0,1591 ,111 ,0.0697,0 ,0 ,,,,,,,,,,,,,,,,,,,
Ningxia,2018.0,1.0,499 ,64 ,0.1283,0 ,0 ,,505 ,198 ,0.3921,0 ,0 ,,534 ,226 ,0.4232,0 ,0 ,,980 ,840 ,0.8571,0 ,0 ,
Ningxia,2020.0,1.0,519 ,116 ,0.2235,0 ,0 ,,511 ,154 ,0.3014,0 ,0 ,,489 ,201 ,0.41100000000000003,0 ,0 ,,793 ,605 ,0.7629,0 ,0 ,
Ningxia,2021.0,1.0,6392 ,2181 ,0.34119999999999995,0 ,0 ,,5468 ,3326 ,0.6083,0 ,0 ,,2368 ,1996 ,0.8429000000000001,0 ,0 ,,,,,,,
Xinjiang,2018.0,1.0,4161 ,259 ,0.0623,0 ,0 ,,1423 ,165 ,0.1158,0 ,0 ,,,,,,,,,,,,,
Henan,2008.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
Henan,2010.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
Henan,2005.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
Xinjiang,2017.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
Hunan,2021.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
Hunan,2017.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
Shanxi,2006.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
Henan,2014.0,2.0,7921 ,1175 ,0.1483,0 ,0 ,,,,,,,,,,,,,,,,,,,
Henan,2017.0,2.0,,,,,,,6889 ,3392 ,0.4924,0 ,0 ,,,,,,,,,,,,,
Hebei,1995.0,3.0,943,220,0.2334,932,156,0.1678,943,322,0.3411,932,257,0.2756,942,626,0.6644,930,492,0.5288,937,759,0.8101999999999999,921,633,0.6873
Shanxi,1995.0,3.0,943,248,0.2631,932,138,0.1481,943,454,0.4817,932,399,0.42829999999999996,942,675,0.7162999999999999,930,593,0.6377,937,728,0.7766,921,693,0.7525
Jiangxi,1995.0,3.0,943,193,0.2047,932,39,0.0421,943,329,0.3489,932,93,0.1003,942,601,0.6385000000000001,930,314,0.3379,937,718,0.7663,921,541,0.5871999999999999
Henan,1995.0,3.0,943,142,0.1509,932,85,0.0908,943,318,0.337,932,186,0.2,942,567,0.6023,930,385,0.4138,937,646,0.6890000000000001,921,535,0.5807
Hunan,1995.0,3.0,943,144,0.15289999999999998,932,102,0.1094,943,290,0.307,932,123,0.1317,942,527,0.5589999999999999,930,308,0.3306,937,663,0.7079000000000001,921,611,0.6631999999999999
Hainan,1995.0,3.0,943,71,0.0757,932,38,0.0412,943,177,0.188,932,55,0.058899999999999994,942,389,0.4132,930,218,0.2343,937,534,0.5700999999999999,921,353,0.3834
Ningxia,1995.0,3.0,943,224,0.2371,932,200,0.2145,943,419,0.44409999999999994,932,213,0.22829999999999998,942,652,0.6926000000000001,930,367,0.3947,937,713,0.7612000000000001,921,495,0.5373
Xinjiang,1995.0,3.0,943,154,0.1634,932,64,0.0689,943,236,0.25,932,125,0.1344,942,421,0.44659999999999994,930,253,0.2722,937,513,0.5479999999999999,921,402,0.4364
Hebei,2000.0,3.0,814,234,0.2875,896,225,0.2511,926,309,0.3337,854,329,0.38520000000000004,895,464,0.5184000000000001,597,276,0.4623,899,685,0.762,740,580,0.7837999999999999
Shanxi,2000.0,3.0,899,158,0.17579999999999998,900,92,0.10220000000000001,898,281,0.3129,898,190,0.2116,900,541,0.6011,899,521,0.5795,897,711,0.7926000000000001,898,710,0.7906
Jiangxi,2000.0,3.0,900,175,0.19440000000000002,840,40,0.047599999999999996,899,251,0.2792,893,95,0.10640000000000001,898,617,0.6870999999999999,896,349,0.3895,899,683,0.7597,888,582,0.6554000000000001
Henan,2000.0,3.0,899,155,0.1724,899,58,0.0645,900,292,0.32439999999999997,900,115,0.1278,900,547,0.6078,899,372,0.4138,897,697,0.777,898,558,0.6214
Hunan,2000.0,3.0,900,215,0.2389,899,78,0.0868,899,251,0.2792,899,100,0.1112,897,481,0.5362,899,288,0.3204,899,669,0.7442,899,592,0.6585
Hainan,2000.0,3.0,1044,152,0.1456,656,22,0.0335,1122,239,0.213,656,40,0.061,1097,491,0.4476,545,85,0.156,913,556,0.609,515,181,0.3515
Ningxia,2000.0,3.0,901,152,0.16870000000000002,899,98,0.109,901,274,0.3041,899,129,0.1435,901,475,0.5272,899,258,0.287,900,626,0.6956,900,480,0.5333
Xinjiang,2000.0,3.0,300,55,0.1833,300,23,0.0767,300,88,0.2933,300,52,0.17329999999999998,301,174,0.5781000000000001,299,146,0.48829999999999996,300,258,0.86,300,198,0.66
Hebei,2005.0,3.0,977,227,0.2323,988,211,0.21359999999999998,996,391,0.3926,1003,330,0.32899999999999996,981,607,0.6188,973,548,0.5632,1001,732,0.7313,1057,803,0.7597
Shanxi,2005.0,3.0,900,329,0.36560000000000004,897,285,0.3177,899,423,0.4705,898,358,0.3987,900,668,0.7422,899,523,0.5818,900,688,0.7644,899,759,0.8443
Jiangxi,2005.0,3.0,949,166,0.17489999999999997,917,67,0.0731,920,320,0.3478,932,148,0.1588,936,638,0.6816,928,434,0.4677,917,665,0.7252,947,590,0.623
Henan,2005.0,3.0,1078,270,0.2505,1080,50,0.0463,1080,458,0.4241,1079,123,0.114,1080,671,0.6213000000000001,1080,368,0.3407,1079,881,0.8165,1079,797,0.7386
Hunan,2005.0,3.0,929,225,0.2422,921,136,0.1477,934,356,0.3812,916,217,0.2369,922,617,0.6692,923,401,0.43450000000000005,920,726,0.7890999999999999,921,728,0.7904000000000001
Hainan,2005.0,3.0,1600,368,0.23,801,65,0.08109999999999999,1519,440,0.2897,876,101,0.1153,1578,915,0.5798,1054,297,0.2818,1162,813,0.6997,1099,484,0.4404
Ningxia,2005.0,3.0,903,329,0.3643,892,254,0.2848,893,479,0.5364,898,378,0.42090000000000005,887,614,0.6922,863,393,0.45539999999999997,1049,861,0.8208,1054,695,0.6594
Xinjiang,2005.0,3.0,1232,261,0.2119,1209,112,0.0926,1370,456,0.3328,1255,206,0.1641,1310,728,0.5557,1292,459,0.3553,1311,1026,0.7826000000000001,1275,722,0.5663
Hebei,2010.0,3.0,897,324,0.36119999999999997,896,330,0.36829999999999996,897,505,0.563,897,465,0.5184000000000001,895,648,0.7240000000000001,895,657,0.7341,880,566,0.6431999999999999,899,698,0.7764
Shanxi,2010.0,3.0,900,459,0.51,900,418,0.4644,900,616,0.6844,899,494,0.5495,900,752,0.8356,897,594,0.6622,897,806,0.8986,899,745,0.8287
Jiangxi,2010.0,3.0,895,253,0.2827,899,126,0.1402,900,477,0.53,890,212,0.2382,896,665,0.7422,882,475,0.5385,895,736,0.8223,892,642,0.7197
Henan,2010.0,3.0,900,269,0.2989,900,156,0.17329999999999998,900,528,0.5867,900,299,0.3322,900,706,0.7844,900,532,0.5911,900,741,0.8233,900,698,0.7756000000000001
Hunan,2010.0,3.0,899,253,0.2814,899,195,0.2169,899,422,0.4694,900,334,0.3711,895,626,0.6994,900,512,0.5689,899,700,0.7786,899,664,0.7386
Hainan,2010.0,3.0,844,203,0.24050000000000002,899,164,0.18239999999999998,900,329,0.36560000000000004,899,165,0.18350000000000002,869,394,0.4534,896,284,0.317,876,435,0.4966,897,472,0.5262
Ningxia,2010.0,3.0,900,289,0.3211,900,200,0.22219999999999998,900,511,0.5678,899,267,0.297,900,651,0.7232999999999999,900,307,0.3411,895,784,0.8759999999999999,898,478,0.5323
Xinjiang,2010.0,3.0,900,225,0.25,896,82,0.0915,900,383,0.42560000000000003,900,139,0.15439999999999998,900,564,0.6267,893,335,0.3751,899,674,0.7497,900,615,0.6833
Hebei,2014.0,3.0,899,200,0.2225,899,203,0.22579999999999997,900,332,0.3689,899,338,0.376,891,501,0.5623,900,427,0.4744,900,523,0.5811,900,471,0.5233
Shanxi,2014.0,3.0,900,282,0.31329999999999997,900,292,0.32439999999999997,900,547,0.6078,900,480,0.5333,900,609,0.6767,900,624,0.6933,900,660,0.7333,900,650,0.7222
Jiangxi,2014.0,3.0,900,250,0.2778,900,172,0.1911,900,542,0.6022,900,285,0.31670000000000004,900,678,0.7533,900,510,0.5667,884,657,0.7432,900,653,0.7256
Henan,2014.0,3.0,900,323,0.3589,900,192,0.2133,900,523,0.5811,900,432,0.48,900,692,0.7689,900,555,0.6167,900,713,0.7922,900,738,0.82
Hunan,2014.0,3.0,900,242,0.26890000000000003,900,269,0.2989,900,456,0.5067,900,408,0.4533,898,627,0.6981999999999999,900,681,0.7567,900,764,0.8489,898,714,0.7951
Hainan,2014.0,3.0,900,195,0.2167,900,126,0.14,900,339,0.37670000000000003,900,268,0.2978,900,462,0.5133,900,477,0.53,900,532,0.5911,900,569,0.6322
Ningxia,2014.0,3.0,884,334,0.3778,842,183,0.2173,852,558,0.6548999999999999,847,382,0.451,894,688,0.7696,873,625,0.7159,898,806,0.8976000000000001,790,663,0.8392000000000001
Xinjiang,2014.0,3.0,900,161,0.1789,835,72,0.0862,900,323,0.3589,900,122,0.1356,900,452,0.5022,899,279,0.3103,900,483,0.5367000000000001,900,480,0.5333
Yunnan,2014.0,2.0,0 ,0 ,,1589 ,344 ,0.2165,0 ,0 ,,4023 ,1583 ,0.3935,0 ,0 ,,2069 ,1079 ,0.5215,,,,,,
Gansu,2012.0,2.0,,,,,,,0 ,0 ,,9967 ,1863 ,0.1869,,,,,,,,,,,,
Tibet,2019.0,2.0,1856 ,157 ,0.08439999999999999,0 ,0 ,,,,,,,,,,,,,,,,,,,
Sichuan,2019.0,1.0,7988 ,2009 ,0.2515,0 ,0 ,,6169 ,3461 ,0.561,0 ,0 ,,2366,1733 ,0.7325,0 ,0 ,,,,,,,
Sichuan,2021.0,1.0,328 ,98 ,0.2988,0 ,0 ,,327 ,197 ,0.6024,0 ,0 ,,483 ,377 ,0.7805,0 ,0 ,,,,,,,
Yunnan,2014.0,2.0,,,,,,,0 ,0 ,,3744 ,185 ,0.049400000000000006,,,,,,,,,,,,
Qinghai,2005.0,2.0,0 ,0 ,,542 ,23 ,0.0431,0 ,0 ,,542 ,60 ,0.1109,,,,,,,,,,,,
Anhui,2020.0,2.0,,,,,,,,,,,,,2645 ,1801 ,0.6809000000000001,3509 ,2234 ,0.6365999999999999,,,,,,
Tibet,2017.0,1.0,0 ,0 ,,1211 ,123 ,0.1016,0 ,0 ,,1211 ,309 ,0.2555,0 ,0 ,,404 ,157 ,0.3882,0 ,0 ,,404 ,174 ,0.43170000000000003
Yunnan,2019.0,2.0,0 ,0 ,,8579 ,681 ,0.0794,0 ,0 ,,15717 ,3715 ,0.2364,,,,,,,,,,,,
Guangxi,2019.0,1.0,0 ,0 ,,638 ,114 ,0.17800000000000002,0 ,0 ,,553 ,315 ,0.5705,,,,,,,,,,,,
Guizhou,2019.0,1.0,0 ,0 ,,372 ,52 ,0.1394,0 ,0 ,,323 ,144 ,0.44659999999999994,,,,,,,,,,,,
Gansu,2019.0,1.0,0 ,0 ,,219 ,33 ,0.14980000000000002,0 ,0 ,,190 ,91 ,0.4802,,,,,,,,,,,,
Guangxi,2018.0,1.0,0 ,0 ,,556 ,80 ,0.1435,0 ,0 ,,556 ,219 ,0.3933,0 ,0 ,,536 ,279 ,0.5205,0 ,0 ,,224 ,169 ,0.7545000000000001
Guangxi,2020.0,1.0,0 ,0 ,,594 ,90 ,0.1519,0 ,0 ,,594 ,247 ,0.41619999999999996,0 ,0 ,,533 ,322 ,0.6041,0 ,0 ,,271 ,241 ,0.8893000000000001
Gansu,2014.0,1.0,326 ,129 ,0.39549999999999996,326 ,113 ,0.3464,282 ,201 ,0.7156,282 ,176 ,0.6268,354 ,314 ,0.8892,354 ,275 ,0.7789,216 ,214 ,0.9895,216 ,187 ,0.8667
Qinghai,2020.0,2.0,1412 ,215 ,0.1523,0 ,0 ,,1077 ,477 ,0.44329999999999997,0 ,0 ,,,,,,,,,,,,,
Gansu,2006.0,2.0,548 ,55 ,0.1007,302 ,10 ,0.0345,548 ,128 ,0.2341,302 ,24 ,0.0802,548 ,241 ,0.44020000000000004,302 ,46 ,0.1509,548 ,416 ,0.6265999999999999,302 ,65 ,0.2148
Gansu,2012.0,2.0,0 ,0 ,,1270 ,114 ,0.0898,0 ,0 ,,1268 ,318 ,0.25079999999999997,,,,,,,,,,,,
Guangxi,2011.0,2.0,1341 ,264 ,0.1967,0 ,0 ,,,,,,,,1076 ,541 ,0.5024000000000001,0 ,0 ,,,,,,,
Tibet,2020.0,1.0,,,,,,,387 ,136 ,0.3514,0 ,0 ,,391 ,253 ,0.6470999999999999,0 ,0 ,,181 ,134 ,0.7422,0 ,0 ,
Gansu,2006.0,1.0,,,,,,,,,,,,,,,,,,,1572 ,1216 ,0.7735,0 ,0 ,
Yunnan,2016.0,2.0,0 ,0 ,,2432 ,98 ,0.0403,,,,,,,0 ,0 ,,2346 ,763 ,0.32539999999999997,,,,,,
Tibet,2020.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
Sichuan,2019.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
Qinghai,2019.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
Yunnan,2017.0,2.0,0 ,0 ,,2903 ,53 ,0.0183,0 ,0 ,,3571 ,533 ,0.1493,,,,,,,,,,,,
Guangxi,2022.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
Guangxi,2022.0,1.0,22728 ,4081 ,0.1796,1694 ,195 ,0.1151,19018 ,9449 ,0.4968,1807 ,542 ,0.2999,24149 ,18063 ,0.748,0 ,0 ,,31318 ,22339 ,0.7132999999999999,0 ,0 ,
Tibet,2020.0,2.0,1819 ,199 ,0.1094,0 ,0 ,,,,,,,,,,,,,,,,,,,
Gansu,2004.0,2.0,0 ,0 ,,18362 ,1038 ,0.0565,0 ,0 ,,37784 ,6118 ,0.16190000000000002,,,,,,,,,,,,
Gansu,2002.0,2.0,0 ,0 ,,2697 ,156 ,0.057800000000000004,0 ,0 ,,2240 ,330 ,0.14730000000000001,0 ,0 ,,480 ,159 ,0.33130000000000004,,,,,,
Sichuan,2022.0,1.0,,,,2779,1698,0.611,,,,4912,4451,0.9061,,,,2760,2705,0.9801000000000001,,,,278,270,0.9712000000000001
Anhui,1995.0,3.0,943,197,0.2089,932,113,0.1213,943,330,0.35,932,165,0.17670000000000002,942,550,0.5843,930,365,0.3921,937,656,0.7001999999999999,921,528,0.5732
Guangxi,1995.0,3.0,943,73,0.07690000000000001,932,77,0.0824,943,232,0.2462,932,126,0.1354,942,463,0.4916,930,313,0.3368,937,652,0.6956,921,590,0.6406000000000001
Sichuan,1995.0,3.0,943,235,0.2491,932,111,0.1195,943,376,0.39909999999999995,932,128,0.1371,942,662,0.7027,930,305,0.32770000000000005,937,768,0.8195,921,541,0.5869
Guizhou,1995.0,3.0,943,132,0.14,932,41,0.044500000000000005,943,254,0.26890000000000003,932,66,0.0711,942,496,0.5266,930,174,0.1866,937,621,0.6623,921,340,0.36869999999999997
Yunnan,1995.0,3.0,943,187,0.1984,932,66,0.0711,943,306,0.3243,932,184,0.19699999999999998,942,533,0.5658,930,392,0.4211,937,670,0.7154,921,576,0.6254
Gansu,1995.0,3.0,943,182,0.1934,932,169,0.1812,943,363,0.38439999999999996,932,247,0.2646,942,633,0.6725,930,373,0.4011,937,745,0.795,921,486,0.5271
